Step,# citizen coalition,# regulator coalition,# stakeholder coalition,Disruption,NGO Message,Num Cit,Talk span,Total power,Total preference,Total regulator preference,Total regulator sh preference,Total sh preference,Total utility
23,0.0,0.0,1.0,0.5,4.5,200.0,5.0,4063.1096709989997,19060.85528838446,94.28571428502619,106.5,325.0,543706.4535429213
24,0.0,0.0,1.0,0.5,4.5,200.0,5.0,4063.1096709989997,20018.478031617273,94.28571428502619,106.5,325.0,543706.4535429213
25,0.0,0.0,1.0,0.5,4.5,200.0,5.0,4063.1096709989997,21026.46795543861,94.28571428502619,106.5,325.0,543706.4535429213
0,21.0,0.0,0.0,0.5,4.5,200.0,5.0,3072.344636254999,6108.749277723743,0.0,0.0,0.0,319984.6775745469
1,15.0,0.0,1.0,0.5,4.5,200.0,5.0,3164.4650308279993,6428.927867168104,0.0,0.0,325.0,349801.444514551
2,9.0,0.0,1.0,0.5,4.5,200.0,5.0,3230.008814599999,6749.423035610035,0.0,0.0,325.0,371261.5987113853
3,5.0,0.0,1.0,0.5,4.5,200.0,5.0,3298.1122730429993,7111.065433850575,0.0,0.0,325.0,393578.0385964533
4,1.0,0.0,1.0,0.5,4.5,200.0,5.0,3302.730424729999,7454.713930857539,0.0,0.0,325.0,394829.6201023591
5,1.0,0.0,1.0,0.5,4.5,200.0,5.0,3311.6951255765,7860.685384498964,0.0,0.0,325.0,397755.1366806999
6,2.0,0.0,1.0,0.5,4.5,200.0,5.0,3334.1814669160003,8258.212190294857,0.0,0.0,325.0,405213.91820747213
7,3.0,0.0,1.0,0.5,4.5,200.0,5.0,3402.1582966260003,8693.084092073526,0.0,0.0,325.0,427840.3804443855
8,2.0,0.0,1.0,0.5,4.5,200.0,5.0,3461.555487521001,9156.906664097645,0.0,0.0,325.0,445923.9689165611
9,1.0,0.0,1.0,0.5,4.5,200.0,5.0,3514.250118956,9609.318097894842,0.0,0.0,325.0,464123.3918939553
10,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3514.250118956,10088.375378861872,0.0,0.0,325.0,464123.3918939553
11,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3514.250118956,10593.741827258073,0.0,0.0,325.0,464123.3918939553
12,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3514.250118956,11159.938529137535,0.0,0.0,325.0,464123.3918939553
13,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3514.250118956,11756.222691632149,0.0,0.0,325.0,464123.3918939553
14,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3514.250118956,12370.113862062384,0.0,0.0,325.0,464123.3918939553
15,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3514.250118956,13010.103438909973,106.5,106.5,325.0,464123.3918939553
16,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3514.250118956,13685.24792270573,106.5,106.5,325.0,464123.3918939553
17,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3514.250118956,14402.79090228721,106.5,106.5,325.0,464123.3918939553
18,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3514.250118956,15163.362337071932,106.5,106.5,325.0,464123.3918939553
19,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3514.250118956,15947.678269953572,106.5,106.5,325.0,464123.3918939553
20,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3514.250118956,16739.341907534836,106.5,106.5,325.0,464123.3918939553
21,0.0,1.0,1.0,0.5,4.5,200.0,5.0,3514.250118956,17606.302393902835,106.49999999931924,106.5,325.0,464123.3918939553
22,0.0,1.0,1.0,0.5,4.5,200.0,5.0,3514.250118956,18498.128381734612,94.2857142849085,106.5,325.0,464123.3918939553
23,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3514.250118956,19420.470286005548,94.2857142849085,106.5,325.0,464123.3918939553
24,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3514.250118956,20402.612902891655,94.2857142849085,106.5,325.0,464123.3918939553
25,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3514.250118956,21396.301772902152,94.2857142849085,106.5,325.0,464123.3918939553
0,26.0,0.0,0.0,0.5,4.5,200.0,5.0,3523.0659905339985,5911.23073796244,0.0,0.0,0.0,368252.95942868886
1,10.0,0.0,1.0,0.5,4.5,200.0,5.0,3592.046639554999,6218.948410009837,0.0,0.0,325.0,390166.6025862248
2,7.0,0.0,1.0,0.5,4.5,200.0,5.0,3668.0040074574986,6534.909882867985,0.0,0.0,325.0,414261.36916526913
3,7.0,0.0,1.0,0.5,4.5,200.0,5.0,3725.340511859499,6881.418676875078,0.0,0.0,325.0,433687.8987894724
4,4.0,0.0,1.0,0.5,4.5,200.0,5.0,3764.7294966419986,7230.736117687263,0.0,0.0,325.0,446194.4363136125
5,3.0,0.0,1.0,0.5,4.5,200.0,5.0,3816.9173591404997,7607.973155878283,0.0,0.0,325.0,463063.4092162001
6,2.0,0.0,1.0,0.5,4.5,200.0,5.0,3873.1804619805,8004.600403321138,0.0,0.0,325.0,480960.68483320763
7,2.0,0.0,1.0,0.5,4.5,200.0,5.0,3922.4471994255,8433.522223868938,0.0,0.0,325.0,494987.4099025394
8,1.0,0.0,1.0,0.5,4.5,200.0,5.0,3954.2772890304996,8883.769127065756,0.0,0.0,325.0,504557.327508576
9,1.0,0.0,1.0,0.5,4.5,200.0,5.0,3988.2896655554996,9331.779649738148,0.0,0.0,325.0,516115.34537400294
10,1.0,0.0,1.0,0.5,4.5,200.0,5.0,4031.0441564804996,9828.225014932386,0.0,0.0,325.0,529499.6032585596
11,0.0,0.0,1.0,0.5,4.5,200.0,5.0,4031.0441564804996,10322.250844548336,0.0,0.0,325.0,529499.6032585596
12,0.0,0.0,1.0,0.5,4.5,200.0,5.0,4031.0441564804996,10841.511080862945,0.0,0.0,325.0,529499.6032585596
13,0.0,0.0,1.0,0.5,4.5,200.0,5.0,4031.0441564804996,11413.91824424302,0.0,0.0,325.0,529499.6032585596
14,0.0,0.0,1.0,0.5,4.5,200.0,5.0,4031.0441564804996,11985.025098823999,0.0,0.0,325.0,529499.6032585596
15,0.0,0.0,1.0,0.5,4.5,200.0,5.0,4031.0441564804996,12588.216559992114,106.5,106.5,325.0,529499.6032585596
16,0.0,0.0,1.0,0.5,4.5,200.0,5.0,4031.0441564804996,13259.253591767703,106.5,106.5,325.0,529499.6032585596
17,0.0,0.0,1.0,0.5,4.5,200.0,5.0,4031.0441564804996,13913.332042048118,106.5,106.5,325.0,529499.6032585596
18,0.0,0.0,1.0,0.5,4.5,200.0,5.0,4031.0441564804996,14635.645642544247,106.5,106.5,325.0,529499.6032585596
19,0.0,0.0,1.0,0.5,4.5,200.0,5.0,4031.0441564804996,15361.24468251743,106.5,106.5,325.0,529499.6032585596
20,0.0,0.0,1.0,0.5,4.5,200.0,5.0,4031.0441564804996,16164.457151860091,106.5,106.5,325.0,529499.6032585596
21,0.0,1.0,1.0,0.5,4.5,200.0,5.0,4031.0441564804996,16979.67516924515,106.49999999940557,106.5,325.0,529499.6032585596
22,0.0,1.0,1.0,0.5,4.5,200.0,5.0,4031.0441564804996,17810.60718847384,94.28571428501068,106.5,325.0,529499.6032585596
23,0.0,0.0,1.0,0.5,4.5,200.0,5.0,4031.0441564804996,18717.99334041263,94.28571428501068,106.5,325.0,529499.6032585596
24,0.0,0.0,1.0,0.5,4.5,200.0,5.0,4031.0441564804996,19651.258891764744,94.28571428501068,106.5,325.0,529499.6032585596
25,0.0,0.0,1.0,0.5,4.5,200.0,5.0,4031.0441564804996,20664.24427131265,94.28571428501068,106.5,325.0,529499.6032585596
0,30.0,0.0,0.0,0.5,4.5,200.0,5.0,3000.0292559219997,5989.937550511537,0.0,0.0,0.0,326443.6706996713
1,16.0,0.0,1.0,0.5,4.5,200.0,5.0,3083.4391102305,6294.703476694213,0.0,0.0,325.0,353158.9921142671
2,10.0,0.0,1.0,0.5,4.5,200.0,5.0,3182.4446031834996,6600.534940115626,0.0,0.0,325.0,386118.15986654314
3,5.0,0.0,1.0,0.5,4.5,200.0,5.0,3257.848749407,6932.075916339094,0.0,0.0,325.0,410821.6991910281
4,3.0,0.0,1.0,0.5,4.5,200.0,5.0,3309.7488229430005,7295.04684567103,0.0,0.0,325.0,427560.6588190024
5,1.0,0.0,1.0,0.5,4.5,200.0,5.0,3323.8663385130008,7671.19453149257,0.0,0.0,325.0,432278.1720964273
6,2.0,0.0,1.0,0.5,4.5,200.0,5.0,3375.063438648001,8075.496557616304,0.0,0.0,325.0,449243.7108041828
7,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3375.063438648001,8487.635401393634,0.0,0.0,325.0,449243.7108041828
8,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3375.063438648001,8912.756187867888,0.0,0.0,325.0,449243.7108041828
9,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3375.063438648001,9358.202835984483,0.0,0.0,325.0,449243.7108041828
10,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3375.063438648001,9827.466695696818,0.0,0.0,325.0,449243.7108041828
11,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3375.063438648001,10318.613384019627,0.0,0.0,325.0,449243.7108041828
12,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3375.063438648001,10838.774242818396,0.0,0.0,325.0,449243.7108041828
13,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3375.063438648001,11389.076512233609,0.0,0.0,325.0,449243.7108041828
14,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3375.063438648001,11961.337228143957,0.0,0.0,325.0,449243.7108041828
15,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3375.063438648001,12582.117889716688,106.5,106.5,325.0,449243.7108041828
16,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3375.063438648001,13197.271265211633,106.5,106.5,325.0,449243.7108041828
17,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3375.063438648001,13862.740228424334,106.5,106.5,325.0,449243.7108041828
18,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3375.063438648001,14585.54273670896,106.5,106.5,325.0,449243.7108041828
19,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3375.063438648001,15329.408091689262,106.5,106.5,325.0,449243.7108041828
20,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3375.063438648001,16090.069970963312,106.5,106.5,325.0,449243.7108041828
21,0.0,1.0,1.0,0.5,4.5,200.0,5.0,3375.063438648001,16936.729769103666,106.49999999930506,106.5,325.0,449243.7108041828
22,0.0,1.0,1.0,0.5,4.5,200.0,5.0,3375.063438648001,17804.37573760888,94.2857142848917,106.5,325.0,449243.7108041828
23,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3375.063438648001,18718.578472877827,94.2857142848917,106.5,325.0,449243.7108041828
24,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3375.063438648001,19652.30294090647,94.2857142848917,106.5,325.0,449243.7108041828
25,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3375.063438648001,20675.638397292587,94.2857142848917,106.5,325.0,449243.7108041828
0,21.0,0.0,0.0,0.5,4.5,200.0,5.0,3620.0949358625,5905.098211307226,0.0,0.0,0.0,379140.0512043992
1,10.0,0.0,1.0,0.5,4.5,200.0,5.0,3680.6956264464993,6200.697454121502,0.0,0.0,325.0,399056.291514222
2,8.0,0.0,1.0,0.5,4.5,200.0,5.0,3735.7115752179993,6521.0246643976425,0.0,0.0,325.0,417195.47788676154
3,7.0,0.0,1.0,0.5,4.5,200.0,5.0,3841.5887698889996,6854.724636074127,0.0,0.0,325.0,451500.2798750804
4,5.0,0.0,1.0,0.5,4.5,200.0,5.0,3919.8202002129997,7205.087046472588,0.0,0.0,325.0,476625.6113969121
5,3.0,0.0,1.0,0.5,4.5,200.0,5.0,3970.3283365869993,7578.08764327718,0.0,0.0,325.0,493050.1228875295
6,1.0,0.0,1.0,0.5,4.5,200.0,5.0,3975.2479634064994,7952.888681392332,0.0,0.0,325.0,494750.966667392
7,1.0,0.0,1.0,0.5,4.5,200.0,5.0,3984.7532709164993,8364.093878842614,0.0,0.0,325.0,497460.14832828095
8,1.0,0.0,1.0,0.5,4.5,200.0,5.0,3999.643975951499,8786.307279063196,0.0,0.0,325.0,502257.338699263
9,1.0,0.0,1.0,0.5,4.5,200.0,5.0,4019.6089121765003,9243.353483533358,0.0,0.0,325.0,508733.2606027556
10,1.0,0.0,1.0,0.5,4.5,200.0,5.0,4042.6549298215004,9700.661686150694,0.0,0.0,325.0,516193.06398462853
11,1.0,0.0,1.0,0.5,4.5,200.0,5.0,4069.7857376965007,10187.878000162773,0.0,0.0,325.0,525408.9401090803
12,1.0,0.0,1.0,0.5,4.5,200.0,5.0,4100.6855215115,10703.535423304445,0.0,0.0,325.0,534945.0260927663
13,1.0,0.0,1.0,0.5,4.5,200.0,5.0,4140.4477426615,11241.015367563075,0.0,0.0,325.0,548850.7640461001
14,0.0,0.0,1.0,0.5,4.5,200.0,5.0,4140.4477426615,11798.762051768988,0.0,0.0,325.0,548850.7640461001
15,0.0,0.0,1.0,0.5,4.5,200.0,5.0,4140.4477426615,12404.757929355415,106.5,106.5,325.0,548850.7640461001
16,0.0,0.0,1.0,0.5,4.5,200.0,5.0,4140.4477426615,13049.196013969224,106.5,106.5,325.0,548850.7640461001
17,0.0,0.0,1.0,0.5,4.5,200.0,5.0,4140.4477426615,13729.069058533976,106.5,106.5,325.0,548850.7640461001
18,0.0,0.0,1.0,0.5,4.5,200.0,5.0,4140.4477426615,14403.72175728303,106.5,106.5,325.0,548850.7640461001
19,0.0,0.0,1.0,0.5,4.5,200.0,5.0,4140.4477426615,15147.07775623564,106.5,106.5,325.0,548850.7640461001
20,0.0,0.0,1.0,0.5,4.5,200.0,5.0,4140.4477426615,15919.90924585431,106.5,106.5,325.0,548850.7640461001
21,0.0,1.0,1.0,0.5,4.5,200.0,5.0,4140.4477426615,16760.903495124385,106.49999999942105,106.5,325.0,548850.7640461001
22,0.0,1.0,1.0,0.5,4.5,200.0,5.0,4140.4477426615,17646.88764545145,94.285714285029,106.5,325.0,548850.7640461001
23,0.0,0.0,1.0,0.5,4.5,200.0,5.0,4140.4477426615,18557.383300097466,94.285714285029,106.5,325.0,548850.7640461001
24,0.0,0.0,1.0,0.5,4.5,200.0,5.0,4140.4477426615,19480.73070096166,94.285714285029,106.5,325.0,548850.7640461001
25,0.0,0.0,1.0,0.5,4.5,200.0,5.0,4140.4477426615,20500.8474763912,94.285714285029,106.5,325.0,548850.7640461001
0,24.0,0.0,0.0,0.5,4.5,200.0,5.0,2933.2530315045,6030.339020371792,0.0,0.0,0.0,308826.0984218331
1,12.0,0.0,1.0,0.5,4.5,200.0,5.0,3009.1737708145006,6326.947692686395,0.0,0.0,325.0,334080.4762724808
2,7.0,0.0,1.0,0.5,4.5,200.0,5.0,3058.86333172,6639.15494580695,0.0,0.0,325.0,350379.74361163727
3,5.0,0.0,1.0,0.5,4.5,200.0,5.0,3133.1497759365,6980.663616665042,0.0,0.0,325.0,372516.54363970814
4,4.0,0.0,1.0,0.5,4.5,200.0,5.0,3207.2233477284994,7321.08238250383,0.0,0.0,325.0,396662.21124524483
5,3.0,0.0,1.0,0.5,4.5,200.0,5.0,3273.0946678284995,7682.012201893568,0.0,0.0,325.0,417783.9120404013
6,1.0,0.0,1.0,0.5,4.5,200.0,5.0,3319.4096764935,8044.010293202923,0.0,0.0,325.0,433103.61790645315
7,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3319.4096764935,8460.199801273675,0.0,0.0,325.0,433103.61790645315
8,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3319.4096764935,8876.716804110507,0.0,0.0,325.0,433103.61790645315
9,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3319.4096764935,9331.323645556156,0.0,0.0,325.0,433103.61790645315
10,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3319.4096764935,9804.761567965874,0.0,0.0,325.0,433103.61790645315
11,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3319.4096764935,10306.240852629577,0.0,0.0,325.0,433103.61790645315
12,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3319.4096764935,10804.585543944258,0.0,0.0,325.0,433103.61790645315
13,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3319.4096764935,11367.685145672709,0.0,0.0,325.0,433103.61790645315
14,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3319.4096764935,11949.388061964803,0.0,0.0,325.0,433103.61790645315
15,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3319.4096764935,12554.352671883738,106.5,106.5,325.0,433103.61790645315
16,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3319.4096764935,13193.213647954117,106.5,106.5,325.0,433103.61790645315
17,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3319.4096764935,13853.635145319042,106.5,106.5,325.0,433103.61790645315
18,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3319.4096764935,14537.971646619684,106.5,106.5,325.0,433103.61790645315
19,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3319.4096764935,15309.884064424125,106.5,106.5,325.0,433103.61790645315
20,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3319.4096764935,16085.301500803258,106.5,106.5,325.0,433103.61790645315
21,0.0,1.0,1.0,0.5,4.5,200.0,5.0,3319.4096764935,16903.225467936427,106.49999999926703,106.5,325.0,433103.61790645315
22,0.0,1.0,1.0,0.5,4.5,200.0,5.0,3319.4096764935,17788.261556866215,94.28571428484668,106.5,325.0,433103.61790645315
23,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3319.4096764935,18700.922321861402,94.28571428484668,106.5,325.0,433103.61790645315
24,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3319.4096764935,19634.20136314081,94.28571428484668,106.5,325.0,433103.61790645315
25,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3319.4096764935,20653.336285519497,94.28571428484668,106.5,325.0,433103.61790645315
0,27.0,0.0,0.0,0.5,4.5,200.0,5.0,3319.7644198237485,5932.873857882336,0.0,0.0,0.0,353363.0045718489
1,13.0,0.0,1.0,0.5,4.5,200.0,5.0,3417.777768279248,6232.826255471146,0.0,0.0,325.0,385572.66523933236
2,4.0,0.0,1.0,0.5,4.5,200.0,5.0,3475.645323725748,6534.255503095507,0.0,0.0,325.0,403890.6044914661
3,3.0,0.0,1.0,0.5,4.5,200.0,5.0,3508.1856258722482,6882.199051175475,0.0,0.0,325.0,414988.96240630676
4,2.0,0.0,1.0,0.5,4.5,200.0,5.0,3539.3849235312478,7262.606947026135,0.0,0.0,325.0,425178.74686017283
5,2.0,0.0,1.0,0.5,4.5,200.0,5.0,3584.802977096248,7634.59667617214,0.0,0.0,325.0,440087.58900201035
6,1.0,0.0,1.0,0.5,4.5,200.0,5.0,3604.8375986812475,8008.092077116167,0.0,0.0,325.0,446592.71316671965
7,2.0,0.0,1.0,0.5,4.5,200.0,5.0,3654.9769845612473,8413.656393551042,0.0,0.0,325.0,461797.6562752933
8,1.0,0.0,1.0,0.5,4.5,200.0,5.0,3683.5405815262475,8843.367238894225,0.0,0.0,325.0,471482.8309443756
9,2.0,0.0,1.0,0.5,4.5,200.0,5.0,3767.3910251262478,9314.70585201385,0.0,0.0,325.0,498409.21925790387
10,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3767.3910251262478,9776.775032458954,0.0,0.0,325.0,498409.21925790387
11,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3767.3910251262478,10254.688434378399,0.0,0.0,325.0,498409.21925790387
12,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3767.3910251262478,10777.923847118496,0.0,0.0,325.0,498409.21925790387
13,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3767.3910251262478,11334.376227466353,0.0,0.0,325.0,498409.21925790387
14,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3767.3910251262478,11915.698871091565,0.0,0.0,325.0,498409.21925790387
15,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3767.3910251262478,12519.616601832025,106.5,106.5,325.0,498409.21925790387
16,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3767.3910251262478,13186.05563035473,106.5,106.5,325.0,498409.21925790387
17,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3767.3910251262478,13842.745224381379,106.5,106.5,325.0,498409.21925790387
18,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3767.3910251262478,14550.285346712712,106.5,106.5,325.0,498409.21925790387
19,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3767.3910251262478,15318.736082095304,106.5,106.5,325.0,498409.21925790387
20,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3767.3910251262478,16089.162738487585,106.5,106.5,325.0,498409.21925790387
21,0.0,1.0,1.0,0.5,4.5,200.0,5.0,3767.3910251262478,16913.33132716627,106.49999999936827,106.5,325.0,498409.21925790387
22,0.0,1.0,1.0,0.5,4.5,200.0,5.0,3767.3910251262478,17761.28494771473,94.28571428496653,106.5,325.0,498409.21925790387
23,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3767.3910251262478,18648.733826926433,94.28571428496653,106.5,325.0,498409.21925790387
24,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3767.3910251262478,19616.334308860307,94.28571428496653,106.5,325.0,498409.21925790387
25,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3767.3910251262478,20587.447076728466,94.28571428496653,106.5,325.0,498409.21925790387
0,25.0,0.0,0.0,0.5,4.5,200.0,5.0,3505.0201965620013,5898.142956882668,0.0,0.0,0.0,370241.02018845925
1,14.0,0.0,1.0,0.5,4.5,200.0,5.0,3641.604820398501,6207.96114172612,0.0,0.0,325.0,414401.2448912672
2,8.0,0.0,1.0,0.5,4.5,200.0,5.0,3747.088845466502,6519.349656396612,0.0,0.0,325.0,449418.388333301
3,4.0,0.0,1.0,0.5,4.5,200.0,5.0,3803.098164432502,6851.129941192792,0.0,0.0,325.0,466535.91814853967
4,2.0,0.0,1.0,0.5,4.5,200.0,5.0,3837.1286202175015,7197.503032441022,0.0,0.0,325.0,477692.9000819886
5,2.0,0.0,1.0,0.5,4.5,200.0,5.0,3860.4574328395015,7566.880460794441,0.0,0.0,325.0,485640.7531093379
6,2.0,0.0,1.0,0.5,4.5,200.0,5.0,3919.244989709502,7953.3614551423525,0.0,0.0,325.0,504198.5664945487
7,1.0,0.0,1.0,0.5,4.5,200.0,5.0,3953.828204504502,8361.787167322724,0.0,0.0,325.0,514326.91318852827
8,1.0,0.0,1.0,0.5,4.5,200.0,5.0,3999.648902549502,8797.247906190038,0.0,0.0,325.0,527895.7841475129
9,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3999.648902549502,9233.053692724701,0.0,0.0,325.0,527895.7841475129
10,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3999.648902549502,9713.730859356987,0.0,0.0,325.0,527895.7841475129
11,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3999.648902549502,10198.347317275939,0.0,0.0,325.0,527895.7841475129
12,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3999.648902549502,10706.533426848939,0.0,0.0,325.0,527895.7841475129
13,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3999.648902549502,11238.303967314863,0.0,0.0,325.0,527895.7841475129
14,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3999.648902549502,11810.048171046383,0.0,0.0,325.0,527895.7841475129
15,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3999.648902549502,12422.237843951934,106.5,106.5,325.0,527895.7841475129
16,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3999.648902549502,13060.783839605294,106.5,106.5,325.0,527895.7841475129
17,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3999.648902549502,13716.661532324213,106.5,106.5,325.0,527895.7841475129
18,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3999.648902549502,14437.53819405458,106.5,106.5,325.0,527895.7841475129
19,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3999.648902549502,15175.315111508655,106.5,106.5,325.0,527895.7841475129
20,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3999.648902549502,15974.282987476734,106.5,106.5,325.0,527895.7841475129
21,0.0,1.0,1.0,0.5,4.5,200.0,5.0,3999.648902549502,16793.47597329362,106.49999999941048,106.5,325.0,527895.7841475129
22,0.0,1.0,1.0,0.5,4.5,200.0,5.0,3999.648902549502,17706.74148888539,94.28571428501648,106.5,325.0,527895.7841475129
23,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3999.648902549502,18587.351465611962,94.28571428501648,106.5,325.0,527895.7841475129
24,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3999.648902549502,19523.838754432803,94.28571428501648,106.5,325.0,527895.7841475129
25,0.0,0.0,1.0,0.5,4.5,200.0,5.0,3999.648902549502,20517.172977908012,94.28571428501648,106.5,325.0,527895.7841475129
0,13.0,0.0,0.0,0.5,4.5,182.0,1.0,1286.8448044840002,6401.503985940876,0.0,0.0,0.0,133348.79817016496
1,6.0,0.0,1.0,0.5,4.5,182.0,1.0,1312.4542363410005,6687.960147645385,0.0,0.0,325.0,141654.5442344071
2,0.0,0.0,1.0,0.5,4.5,182.0,1.0,1312.4542363410005,6986.263647336408,0.0,0.0,325.0,141654.5442344071
3,0.0,0.0,1.0,0.5,4.5,182.0,1.0,1312.4542363410005,7313.261566376967,0.0,0.0,325.0,141654.5442344071
4,0.0,0.0,1.0,0.5,4.5,182.0,1.0,1312.4542363410005,7649.165524319539,0.0,0.0,325.0,141654.5442344071
5,0.0,0.0,1.0,0.5,4.5,182.0,1.0,1312.4542363410005,8000.841169732152,0.0,0.0,325.0,141654.5442344071
6,0.0,0.0,1.0,0.5,4.5,182.0,1.0,1312.4542363410005,8376.841741097865,0.0,0.0,325.0,141654.5442344071
7,0.0,0.0,1.0,0.5,4.5,182.0,1.0,1312.4542363410005,8767.27928357904,0.0,0.0,325.0,141654.5442344071
8,0.0,0.0,1.0,0.5,4.5,182.0,1.0,1312.4542363410005,9165.834917412934,0.0,0.0,325.0,141654.5442344071
9,0.0,0.0,1.0,0.5,4.5,182.0,1.0,1312.4542363410005,9595.041991271428,0.0,0.0,325.0,141654.5442344071
10,0.0,0.0,1.0,0.5,4.5,182.0,1.0,1312.4542363410005,10061.03991393708,0.0,0.0,328.2818497846537,141654.5442344071
11,0.0,0.0,1.0,0.5,4.5,182.0,1.0,1312.4542363410005,10530.126057521999,0.0,0.0,327.67400661737327,141654.5442344071
12,0.0,0.0,1.0,0.5,4.5,182.0,1.0,1312.4542363410005,11009.08318894748,0.0,0.0,327.8803557929465,141654.5442344071
13,0.0,0.0,1.0,0.5,4.5,182.0,1.0,1312.4542363410005,11537.087917455772,0.0,0.0,329.64035575641446,141654.5442344071
14,0.0,0.0,1.0,0.5,4.5,182.0,1.0,1312.4542363410005,12079.091565652474,0.0,0.0,330.47368905883377,141654.5442344071
15,0.0,0.0,1.0,0.5,4.5,182.0,1.0,1312.4542363410005,12652.562174568939,106.5,106.5,330.5295265957334,141654.5442344071
16,0.0,0.0,1.0,0.5,4.5,182.0,1.0,1312.4542363410005,13270.242813772074,106.5,106.5,330.52952657324784,141654.5442344071
17,0.0,0.0,1.0,0.5,4.5,182.0,1.0,1312.4542363410005,13910.381643349923,106.5,106.5,330.5451515539401,141654.5442344071
18,0.0,0.0,0.0,0.5,4.5,182.0,1.0,1312.4542363410005,14589.033848601866,106.5,106.5,330.5451515539401,141654.5442344071
19,0.0,0.0,0.0,0.5,4.5,182.0,1.0,1312.4542363410005,15262.22078344207,106.5,106.5,330.5451515539401,141654.5442344071
20,0.0,0.0,0.0,0.5,4.5,182.0,1.0,1312.4542363410005,15965.802517695687,106.5,106.5,330.5451515539401,141654.5442344071
