Step,# citizen coalitions,# citizens in coalition,# regulator coalitions,# regulators in coalition,# stakeholder coalitions,# stakeholders in coalition,Acceptable range,Disruption,Initial number,NGO message,Need,Num Properties,Procedure,Spatial decay rate,Sponsor message,Talk span,Total power,Total preference,Total regulator preference,Total regulator sh preference,Total sh preference,Total utility
12,24,71,0,0,14,5,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.9178802405828,0
13,25,75,0,0,15,5,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.9178802405828,0
14,26,78,0,0,16,6,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,643.2013099962418,0
15,27,81,0,0,17,7,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,641.6845508668833,0
16,28,84,0,0,18,8,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,640.8836507267486,0
17,29,87,0,0,19,9,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,640.0146393419539,0
18,30,90,0,0,20,10,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,639.5028921603338,0
19,31,93,0,0,21,11,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,638.7842327526122,0
20,31,93,1,2,21,11,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,70.9999999905587,71.0,638.7842327526122,0
21,31,93,2,4,21,11,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998657069,71.0,638.7842327526122,0
22,31,93,2,4,21,11,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998657069,71.0,638.7842327526122,0
23,31,93,2,4,21,11,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998657069,71.0,638.7842327526122,0
24,31,93,2,4,21,11,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998657069,71.0,638.7842327526122,0
0,6,14,0,0,1,0,700,0.75,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
1,8,20,0,0,2,0,700,0.75,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
2,9,24,0,0,3,0,700,0.75,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
3,11,30,0,0,4,0,700,0.75,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
4,12,34,0,0,5,0,700,0.75,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
5,13,38,0,0,6,0,700,0.75,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
6,14,42,0,0,7,0,700,0.75,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
7,15,45,0,0,9,3,700,0.75,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.8591972205386,0
8,16,48,0,0,10,4,700,0.75,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.9072439822876,0
9,17,51,0,0,11,5,700,0.75,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.8875576412688,0
10,18,54,0,0,12,6,700,0.75,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.1011802036985,0
11,21,62,0,0,13,6,700,0.75,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.1011802036985,0
12,22,66,0,0,14,6,700,0.75,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.1011802036985,0
13,24,72,0,0,15,6,700,0.75,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.1011802036985,0
14,25,75,0,0,16,7,700,0.75,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,642.3797513403099,0
15,27,81,0,0,17,7,700,0.75,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,642.3797513403099,0
16,28,84,0,0,18,8,700,0.75,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,641.4261253222253,0
17,29,87,0,0,19,9,700,0.75,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,639.9121155074035,0
18,30,90,0,0,20,10,700,0.75,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,639.3865541119477,0
19,31,93,0,0,21,11,700,0.75,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,638.6247787777919,0
20,31,93,1,2,21,11,700,0.75,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,70.99999999054566,71.0,638.6247787777919,0
21,31,93,2,4,21,11,700,0.75,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998655216,71.0,638.6247787777919,0
22,31,93,2,4,21,11,700,0.75,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998655216,71.0,638.6247787777919,0
23,31,93,2,4,21,11,700,0.75,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998655216,71.0,638.6247787777919,0
24,31,93,2,4,21,11,700,0.75,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998655216,71.0,638.6247787777919,0
0,6,14,0,0,1,0,700,1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
1,8,20,0,0,2,0,700,1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
2,9,24,0,0,3,0,700,1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
3,11,30,0,0,4,0,700,1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
4,12,34,0,0,5,0,700,1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
5,13,38,0,0,6,0,700,1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
6,14,42,0,0,7,0,700,1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,650.0,0
7,16,48,0,0,9,2,700,1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,648.7843134235371,0
8,17,51,0,0,10,3,700,1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,646.9003978169511,0
9,18,54,0,0,11,4,700,1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.8948626294666,0
10,20,60,0,0,12,4,700,1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.8948626294666,0
11,22,66,0,0,13,4,700,1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.8948626294666,0
12,24,72,0,0,14,4,700,1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,645.8948626294666,0
13,25,75,0,0,15,5,700,1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,0.0,0.0,644.0628450665413,0
14,26,78,0,0,16,6,700,1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,643.054714649476,0
15,27,81,0,0,17,7,700,1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,641.5249078889833,0
16,29,87,0,0,18,7,700,1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,641.5249078889833,0
17,30,90,0,0,19,8,700,1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,640.7742097191723,0
18,31,93,0,0,20,9,700,1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,639.8808446963883,0
19,32,96,0,0,21,10,700,1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,71.0,71.0,639.3710852512586,0
20,32,96,1,2,21,10,700,1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,70.99999999056985,71.0,639.3710852512586,0
21,32,96,2,4,21,10,700,1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998658655,71.0,639.3710852512586,0
22,32,96,2,4,21,10,700,1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998658655,71.0,639.3710852512586,0
23,32,96,2,4,21,10,700,1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998658655,71.0,639.3710852512586,0
24,32,96,2,4,21,10,700,1,500,4.5,3.5,500,3.5,strong,2.5,300,0,0,67.39999998658655,71.0,639.3710852512586,0
0,37,76,0,0,1,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,50,0,0,0.0,0.0,650,0
1,68,140,0,0,2,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,50,0,0,0.0,0.0,650,0
2,95,196,0,0,3,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,50,0,0,0.0,0.0,650,0
3,118,244,0,0,4,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,50,0,0,0.0,0.0,650,0
4,136,282,0,0,5,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,50,0,0,0.0,0.0,650,0
5,154,320,0,0,6,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,50,0,0,0.0,0.0,650,0
6,172,358,0,0,7,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,50,0,0,0.0,0.0,650,0
7,183,382,0,0,8,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,50,0,0,0.0,0.0,650,0
8,193,404,0,0,9,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,50,0,0,0.0,0.0,650,0
9,201,422,0,0,10,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,50,0,0,0.0,0.0,650,0
10,206,434,0,0,11,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,50,0,0,0.0,0.0,650,0
11,208,440,0,0,12,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,50,0,0,0.0,0.0,650,0
12,211,448,0,0,13,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,50,0,0,0.0,0.0,650,0
13,214,456,0,0,14,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,50,0,0,0.0,0.0,650,0
14,218,466,0,0,15,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,50,0,0,71.0,71.0,650,0
15,223,478,0,0,16,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,50,0,0,71.0,71.0,650,0
16,227,488,0,0,17,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,50,0,0,71.0,71.0,650,0
17,231,498,0,0,18,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,50,0,0,71.0,71.0,650,0
18,235,510,0,0,20,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,50,0,0,71.0,71.0,650,0
19,235,512,0,0,21,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,50,0,0,71.0,71.0,650,0
20,235,512,1,2,21,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,50,0,0,70.9999999951171,71.0,650,0
21,235,512,2,4,21,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,50,0,0,67.39999999305454,71.0,650,0
22,235,512,2,4,21,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,50,0,0,67.39999999305454,71.0,650,0
23,235,512,2,4,21,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,50,0,0,67.39999999305454,71.0,650,0
24,235,512,2,4,21,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,50,0,0,67.39999999305454,71.0,650,0
0,8,18,0,0,1,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,200,0,0,0.0,0.0,650.0,0
1,14,32,0,0,2,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,200,0,0,0.0,0.0,650.0,0
2,19,44,0,0,3,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,200,0,0,0.0,0.0,650.0,0
3,22,52,0,0,4,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,200,0,0,0.0,0.0,650.0,0
4,25,60,0,0,5,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,200,0,0,0.0,0.0,650.0,0
5,29,70,0,0,6,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,200,0,0,0.0,0.0,650.0,0
6,33,80,0,0,7,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,200,0,0,0.0,0.0,650.0,0
7,35,86,0,0,8,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,200,0,0,0.0,0.0,650.0,0
8,37,92,0,0,9,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,200,0,0,0.0,0.0,650.0,0
9,38,96,0,0,10,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,200,0,0,0.0,0.0,650.0,0
10,39,100,0,0,11,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,200,0,0,0.0,0.0,650.0,0
11,40,104,0,0,12,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,200,0,0,0.0,0.0,650.0,0
12,41,108,0,0,13,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,200,0,0,0.0,0.0,650.0,0
13,42,112,0,0,14,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,200,0,0,0.0,0.0,650.0,0
14,43,116,0,0,16,2,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,200,0,0,71.0,71.0,648.7843134235371,0
15,46,124,0,0,17,2,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,200,0,0,71.0,71.0,648.7843134235371,0
16,49,132,0,0,18,2,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,200,0,0,71.0,71.0,648.7843134235371,0
17,51,138,0,0,19,2,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,200,0,0,71.0,71.0,648.7843134235371,0
18,53,144,0,0,20,2,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,200,0,0,71.0,71.0,648.7843134235371,0
19,55,150,0,0,21,2,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,200,0,0,71.0,71.0,648.7843134235371,0
20,55,150,1,2,21,2,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,200,0,0,70.99999999113166,71.0,648.7843134235371,0
21,55,150,2,4,21,2,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,200,0,0,67.39999998738567,71.0,648.7843134235371,0
22,55,150,2,4,21,2,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,200,0,0,67.39999998738567,71.0,648.7843134235371,0
23,55,150,2,4,21,2,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,200,0,0,67.39999998738567,71.0,648.7843134235371,0
24,55,150,2,4,21,2,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,200,0,0,67.39999998738567,71.0,648.7843134235371,0
0,4,10,0,0,1,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,350,0,0,0.0,0.0,650.0,0
1,7,18,0,0,2,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,350,0,0,0.0,0.0,650.0,0
2,8,22,0,0,3,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,350,0,0,0.0,0.0,650.0,0
3,10,28,0,0,4,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,350,0,0,0.0,0.0,650.0,0
4,11,32,0,0,5,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,350,0,0,0.0,0.0,650.0,0
5,13,38,0,0,6,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,350,0,0,0.0,0.0,650.0,0
6,14,42,0,0,7,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,350,0,0,0.0,0.0,650.0,0
7,15,45,0,0,9,3,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,350,0,0,0.0,0.0,646.867954092229,0
8,17,51,0,0,10,3,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,350,0,0,0.0,0.0,646.867954092229,0
9,18,54,0,0,11,4,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,350,0,0,0.0,0.0,645.878525156134,0
10,20,60,0,0,12,4,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,350,0,0,0.0,0.0,645.878525156134,0
11,22,66,0,0,13,4,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,350,0,0,0.0,0.0,645.878525156134,0
12,23,69,0,0,14,5,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,350,0,0,0.0,0.0,644.4101659068247,0
13,24,72,0,0,15,6,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,350,0,0,0.0,0.0,643.3348829622978,0
14,25,75,0,0,16,7,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,350,0,0,71.0,71.0,641.4888308148559,0
15,26,78,0,0,17,8,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,350,0,0,71.0,71.0,640.6656305018469,0
16,27,81,0,0,18,9,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,350,0,0,71.0,71.0,639.662522765085,0
17,28,84,0,0,19,10,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,350,0,0,71.0,71.0,638.1346597290797,0
18,29,87,0,0,20,11,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,350,0,0,71.0,71.0,637.5756881663416,0
19,31,93,0,0,21,11,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,350,0,0,71.0,71.0,637.5756881663416,0
20,31,93,1,2,21,11,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,350,0,0,70.99999999054097,71.0,637.5756881663416,0
21,31,93,2,4,21,11,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,350,0,0,67.39999998654547,71.0,637.5756881663416,0
22,31,93,2,4,21,11,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,350,0,0,67.39999998654547,71.0,637.5756881663416,0
23,31,93,2,4,21,11,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,350,0,0,67.39999998654547,71.0,637.5756881663416,0
24,31,93,2,4,21,11,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,350,0,0,67.39999998654547,71.0,637.5756881663416,0
0,4,10,0,0,1,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,500,0,0,0.0,0.0,650.0,0
1,7,18,0,0,2,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,500,0,0,0.0,0.0,650.0,0
2,8,22,0,0,3,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,500,0,0,0.0,0.0,650.0,0
3,9,26,0,0,4,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,500,0,0,0.0,0.0,650.0,0
4,10,30,0,0,5,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,500,0,0,0.0,0.0,650.0,0
5,11,33,0,0,7,3,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,500,0,0,0.0,0.0,646.8507508578014,0
6,12,36,0,0,8,4,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,500,0,0,0.0,0.0,645.8659087317777,0
7,13,39,0,0,9,5,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,500,0,0,0.0,0.0,644.8496646435041,0
8,14,42,0,0,10,6,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,500,0,0,0.0,0.0,644.0374903658175,0
9,15,45,0,0,11,7,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,500,0,0,0.0,0.0,643.1691089542146,0
10,16,48,0,0,12,8,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,500,0,0,0.0,0.0,641.7223011452775,0
11,17,51,0,0,13,9,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,500,0,0,0.0,0.0,641.130229387079,0
12,18,54,0,0,14,10,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,500,0,0,0.0,0.0,640.371907343972,0
13,19,57,0,0,15,11,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,500,0,0,0.0,0.0,639.1322738073505,0
14,20,60,0,0,16,12,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,500,0,0,71.0,71.0,638.5048265783155,0
15,21,63,0,0,17,13,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,500,0,0,71.0,71.0,637.8936617442793,0
16,23,69,0,0,18,13,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,500,0,0,71.0,71.0,637.8936617442793,0
17,24,72,0,0,19,14,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,500,0,0,71.0,71.0,637.2212491786477,0
18,25,75,0,0,20,15,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,500,0,0,71.0,71.0,636.9862291047381,0
19,26,77,0,0,20,15,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,500,0,0,71.0,71.0,636.9862291047381,0
20,26,77,1,2,20,15,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,500,0,0,70.9999999904146,71.0,636.9862291047381,0
21,26,77,2,4,20,15,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,500,0,0,67.39999998636571,71.0,636.9862291047381,0
22,26,77,2,4,20,15,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,500,0,0,67.39999998636571,71.0,636.9862291047381,0
23,26,77,2,4,20,15,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,500,0,0,67.39999998636571,71.0,636.9862291047381,0
24,26,77,2,4,20,15,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,500,0,0,67.39999998636571,71.0,636.9862291047381,0
0,4,10,0,0,1,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,650,0,0,0.0,0.0,650.0,0
1,7,18,0,0,2,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,650,0,0,0.0,0.0,650.0,0
2,8,22,0,0,3,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,650,0,0,0.0,0.0,650.0,0
3,9,26,0,0,4,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,650,0,0,0.0,0.0,650.0,0
4,10,30,0,0,5,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,650,0,0,0.0,0.0,650.0,0
5,11,33,0,0,7,3,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,650,0,0,0.0,0.0,646.8393426549691,0
6,12,36,0,0,8,4,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,650,0,0,0.0,0.0,645.8823619050908,0
7,13,39,0,0,9,5,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,650,0,0,0.0,0.0,644.8905782168118,0
8,14,42,0,0,10,6,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,650,0,0,0.0,0.0,644.0300739603897,0
9,15,45,0,0,11,7,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,650,0,0,0.0,0.0,643.1688982670843,0
10,16,48,0,0,12,8,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,650,0,0,0.0,0.0,641.77752554593,0
11,17,51,0,0,13,9,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,650,0,0,0.0,0.0,641.182446310882,0
12,18,54,0,0,14,10,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,650,0,0,0.0,0.0,640.4943475854388,0
13,19,57,0,0,15,11,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,650,0,0,0.0,0.0,639.8660565333131,0
14,20,60,0,0,16,12,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,650,0,0,71.0,71.0,639.2458631986589,0
15,21,63,0,0,17,13,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,650,0,0,71.0,71.0,637.885359312807,0
16,22,66,0,0,18,14,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,650,0,0,71.0,71.0,637.3315579537004,0
17,23,69,0,0,19,15,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,650,0,0,71.0,71.0,637.1008878134525,0
18,24,71,0,0,19,15,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,650,0,0,71.0,71.0,637.1008878134525,0
19,25,75,0,0,20,15,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,650,0,0,71.0,71.0,637.1008878134525,0
20,25,75,1,2,20,15,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,650,0,0,70.99999999042211,71.0,637.1008878134525,0
21,25,75,2,4,20,15,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,650,0,0,67.39999998637643,71.0,637.1008878134525,0
22,25,75,2,4,20,15,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,650,0,0,67.39999998637643,71.0,637.1008878134525,0
23,25,75,2,4,20,15,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,650,0,0,67.39999998637643,71.0,637.1008878134525,0
24,25,75,2,4,20,15,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,650,0,0,67.39999998637643,71.0,637.1008878134525,0
0,4,10,0,0,1,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,800,0,0,0.0,0.0,650.0,0
1,6,16,0,0,2,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,800,0,0,0.0,0.0,650.0,0
2,8,22,0,0,3,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,800,0,0,0.0,0.0,650.0,0
3,9,26,0,0,4,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,800,0,0,0.0,0.0,650.0,0
4,10,30,0,0,5,0,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,800,0,0,0.0,0.0,650.0,0
5,11,33,0,0,7,3,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,800,0,0,0.0,0.0,646.8375864336272,0
6,12,36,0,0,8,4,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,800,0,0,0.0,0.0,645.8509752327589,0
7,13,39,0,0,9,5,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,800,0,0,0.0,0.0,644.8101222555141,0
8,14,42,0,0,10,6,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,800,0,0,0.0,0.0,643.9947796847099,0
9,15,45,0,0,11,7,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,800,0,0,0.0,0.0,643.1594248380047,0
10,16,48,0,0,12,8,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,800,0,0,0.0,0.0,642.4943631155649,0
11,17,51,0,0,13,9,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,800,0,0,0.0,0.0,641.7434264941784,0
12,18,54,0,0,14,10,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,800,0,0,0.0,0.0,640.2765976333716,0
13,19,57,0,0,15,11,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,800,0,0,0.0,0.0,639.5986500985802,0
14,20,60,0,0,16,12,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,800,0,0,71.0,71.0,639.0429547909545,0
15,21,63,0,0,17,13,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,800,0,0,71.0,71.0,637.6995481909424,0
16,22,66,0,0,18,14,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,800,0,0,71.0,71.0,637.1228220834768,0
17,23,69,0,0,19,15,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,800,0,0,71.0,71.0,636.8571522146418,0
18,24,71,0,0,19,15,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,800,0,0,71.0,71.0,636.8571522146418,0
19,25,75,0,0,20,15,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,800,0,0,71.0,71.0,636.8571522146418,0
20,25,75,1,2,20,15,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,800,0,0,70.99999999041376,71.0,636.8571522146418,0
21,25,75,2,4,20,15,700,0.5,500,4.5,3.5,500,3.5,strong,2.5,800,0,0,67.39999998636452,71.0,636.8571522146418,0
